Identifiant,Deep,Domaine,waste_type,waste_number,X,Y,geometry,commune
460,-4,prive,tire waste,8,520589.84049351607,8573302.537010752,"c(520589.840493516, 8573302.53701075)",BANDRELE
461,-3.35,public,solid waste,1,520542.8541413272,8573291.88248745,"c(520542.854141327, 8573291.88248745)",BANDRELE
462,-19.1,public,vehicle scrap,5,520880.35595500877,8573171.767067771,"c(520880.355955009, 8573171.76706777)",BANDRELE
463,-9.65,public,tire waste,6,520906.0590591491,8573091.42025512,"c(520906.059059149, 8573091.42025512)",BANDRELE
464,-13.3,public,tire waste,6,520912.5725174614,8573057.041889029,"c(520912.572517461, 8573057.04188903)",BANDRELE
465,-15.683,public,droppings,1,520928.720172992,8573051.440727314,"c(520928.720172992, 8573051.44072731)",BANDRELE
466,-8.8,public,solid waste,16,520958.1209132932,8573078.784229856,"c(520958.120913293, 8573078.78422986)",BANDRELE
467,-24.14,public,droppings,1,520916.70335339353,8573100.129756313,"c(520916.703353394, 8573100.12975631)",BANDRELE
468,-10.917,public,vehicle scrap,4,520922.82682726753,8573108.336168936,"c(520922.826827268, 8573108.33616894)",BANDRELE
469,-7.38,public,solid waste,2,520931.44517335587,8573132.11343515,"c(520931.445173356, 8573132.11343515)",BANDRELE
470,4.34,public,solid waste,2,520900.83552643657,8573156.247525552,"c(520900.835526437, 8573156.24752555)",BANDRELE
471,-12.95,prive,tire waste,16,520925.0788860377,8573178.984602094,"c(520925.078886038, 8573178.98460209)",NA
472,-13.883,prive,tire waste,30,520960.7695419639,8573033.477327347,"c(520960.769541964, 8573033.47732735)",BANDRELE
473,-14.1,public,solid waste,10,520966.6510633089,8573038.755593367,"c(520966.651063309, 8573038.75559337)",BANDRELE
474,-18.82,public,solid waste,1,521105.11637858907,8573024.714849783,"c(521105.116378589, 8573024.71484978)",BANDRELE
475,-13.633,prive,tire waste,19,521118.9166023488,8573039.345977746,"c(521118.916602349, 8573039.34597775)",BANDRELE
476,-9.383,public,vehicle scrap,1,521105.5144643335,8573048.971607866,"c(521105.514464333, 8573048.97160787)",BANDRELE
477,-10.54,public,solid waste,2,521162.85396411543,8573010.885331206,"c(521162.853964115, 8573010.88533121)",BANDRELE
478,-16.9,public,solid waste,6,521216.3370610515,8572997.342036769,"c(521216.337061052, 8572997.34203677)",BANDRELE
479,-15.383,public,solid waste,2,521251.78617266257,8572934.157043876,"c(521251.786172663, 8572934.15704388)",BANDRELE
480,-12.667,public,solid waste,50,521219.0017756227,8572935.28571618,"c(521219.001775623, 8572935.28571618)",BANDRELE
481,-5.26,public,solid waste,1,521188.91968802817,8572954.983016936,"c(521188.919688028, 8572954.98301694)",BANDRELE
482,-2.067,public,solid waste,1,521116.19103484805,8572981.505987719,"c(521116.191034848, 8572981.50598772)",BANDRELE
483,-12.5,public,solid waste,2,521025.117896642,8573009.342020597,"c(521025.117896642, 8573009.3420206)",BANDRELE
484,-12.65,public,solid waste,2,521013.60587260465,8573009.414857302,"c(521013.605872605, 8573009.4148573)",BANDRELE
485,-7.7,prive,tire waste,60,520962.7185413183,8572956.609679576,"c(520962.718541318, 8572956.60967958)",BANDRELE
486,-11.84,public,solid waste,6,521045.42065364256,8572936.734639784,"c(521045.420653643, 8572936.73463978)",BANDRELE
487,-10.317,public,vehicle scrap,1,521036.54413936305,8572937.423669038,"c(521036.544139363, 8572937.42366904)",BANDRELE
488,-14.283,public,solid waste,1,521034.9240063037,8572908.058755156,"c(521034.924006304, 8572908.05875516)",BANDRELE
489,-21.367,public,solid waste,3,520991.3234829379,8572911.314164769,"c(520991.323482938, 8572911.31416477)",BANDRELE
490,-11.34,public,solid waste,1,521139.80087552004,8572891.432264298,"c(521139.80087552, 8572891.4322643)",BANDRELE
491,-18.467,public,vehicle scrap,2,521239.589323434,8572864.15981815,"c(521239.589323434, 8572864.15981815)",BANDRELE
492,-8.533,public,solid waste,10,521097.8930957847,8572853.73099038,"c(521097.893095785, 8572853.73099038)",BANDRELE
493,-20.55,prive,solid waste,3,521086.86421282025,8572852.815958044,"c(521086.86421282, 8572852.81595804)",BANDRELE
494,-10.4,public,solid waste,2,520982.78351838246,8572814.529015783,"c(520982.783518382, 8572814.52901578)",BANDRELE
495,-11.533,public,vehicle scrap,1,521100.4260715242,8572816.4670794,"c(521100.426071524, 8572816.4670794)",BANDRELE
496,-7.533,public,solid waste,3,520901.6079403449,8572821.254041843,"c(520901.607940345, 8572821.25404184)",BANDRELE
497,4.333,public,vehicle scrap,3,520795.4824972283,8572786.961203832,"c(520795.482497228, 8572786.96120383)",BANDRELE
498,-7.85,public,droppings,1,520575.4085246415,8572816.277547052,"c(520575.408524641, 8572816.27754705)",BANDRELE
499,-7.567,public,solid waste,10,520775.2362484867,8572710.79578015,"c(520775.236248487, 8572710.79578015)",BANDRELE
500,-10.66,public,solid waste,6,520724.5566940477,8572725.865551589,"c(520724.556694048, 8572725.86555159)",BANDRELE
501,1.96,public,solid waste,1,520684.5662476698,8572730.022389097,"c(520684.56624767, 8572730.0223891)",BANDRELE
502,-5.42,public,solid waste,7,520663.4125153663,8572730.001616903,"c(520663.412515366, 8572730.0016169)",BANDRELE
503,12.517,public,vehicle scrap,1,520933.8083978264,8572884.756014964,"c(520933.808397826, 8572884.75601496)",BANDRELE
504,0.267,public,vehicle scrap,3,520759.31849286734,8572620.127059132,"c(520759.318492867, 8572620.12705913)",BANDRELE
505,41.129,public,solid waste,5,520662.23826779675,8572511.74976093,"c(520662.238267797, 8572511.74976093)",BANDRELE
506,13.1,public,solid waste,1,520802.92159664247,8572541.12936408,"c(520802.921596642, 8572541.12936408)",BANDRELE
507,-2.4,public,tire waste,11,520833.1281683987,8572477.874718225,"c(520833.128168399, 8572477.87471822)",BANDRELE
508,3.9,public,solid waste,2,520727.52031970397,8572433.178409915,"c(520727.520319704, 8572433.17840992)",BANDRELE
509,2.783,public,solid waste,2,520823.28037877963,8572405.418323504,"c(520823.28037878, 8572405.4183235)",BANDRELE
510,10.92,public,vehicle scrap,1,520809.04344693874,8572313.944392277,"c(520809.043446939, 8572313.94439228)",BANDRELE
511,31.817,public,solid waste,1,520772.2654134158,8572243.695505962,"c(520772.265413416, 8572243.69550596)",BANDRELE
512,2.3,public,droppings,1,520445.3436382677,8572205.985739948,"c(520445.343638268, 8572205.98573995)",BANDRELE
513,19.96,prive,solid waste,1,520570.40082325053,8572182.338665415,"c(520570.40082325, 8572182.33866541)",BANDRELE
514,9.283,public,vehicle scrap,1,520049.186769828,8572066.365079269,"c(520049.186769828, 8572066.36507927)",BANDRELE
515,-11.633,public,vehicle scrap,2,520009.3479936956,8572061.508083357,"c(520009.347993696, 8572061.50808336)",BANDRELE
516,35.288,public,vehicle scrap,1,519918.5694993826,8572172.321920712,"c(519918.569499383, 8572172.32192071)",BANDRELE
517,-23.16,public,vehicle scrap,1,520004.49442215945,8571966.15096267,"c(520004.494422159, 8571966.15096267)",BANDRELE
518,-4.96,prive,vehicle scrap,3,519950.2601479951,8572022.331181306,"c(519950.260147995, 8572022.33118131)",BANDRELE
519,-11.44,public,solid waste,1,519951.79432977526,8571894.270259475,"c(519951.794329775, 8571894.27025948)",BANDRELE
520,-4.25,public,vehicle scrap,1,519833.6450325053,8571808.885006066,"c(519833.645032505, 8571808.88500607)",BANDRELE
521,-0.45,public,droppings,1,519857.18429210427,8571775.139436174,"c(519857.184292104, 8571775.13943617)",BANDRELE
522,-20.62,public,solid waste,7,519997.75248558464,8571893.685414353,"c(519997.752485585, 8571893.68541435)",BANDRELE
523,-10.317,public,vehicle scrap,1,520042.7360169462,8571893.91510973,"c(520042.736016946, 8571893.91510973)",BANDRELE
524,-16.667,public,droppings,2,520061.57884480973,8571867.301133139,"c(520061.57884481, 8571867.30113314)",BANDRELE
525,-19.767,public,vehicle scrap,1,520071.1872737838,8571946.270381661,"c(520071.187273784, 8571946.27038166)",BANDRELE
526,-17.933,public,solid waste,6,520068.92944434757,8571989.280057846,"c(520068.929444348, 8571989.28005785)",BANDRELE
527,0.85,public,droppings,1,520195.8945045968,8572012.53063968,"c(520195.894504597, 8572012.53063968)",BANDRELE
528,6.68,public,solid waste,7,520857.1039126136,8572175.012195453,"c(520857.103912614, 8572175.01219545)",BANDRELE
529,-3.3,public,solid waste,1,521050.8142092112,8572747.305404948,"c(521050.814209211, 8572747.30540495)",BANDRELE
530,8.95,public,marine debris,50,521051.918835747,8572747.69272629,"c(521051.918835747, 8572747.69272629)",BANDRELE
531,6.1,public,solid waste,4,521139.29374514945,8572770.821905222,"c(521139.293745149, 8572770.82190522)",BANDRELE
532,-20.183,public,droppings,1,521225.30683665903,8572786.144470457,"c(521225.306836659, 8572786.14447046)",BANDRELE
533,-20.767,public,vehicle scrap,2,521235.74008529226,8572755.725324152,"c(521235.740085292, 8572755.72532415)",BANDRELE
534,-12.967,public,vehicle scrap,2,521249.64650955197,8572736.208418105,"c(521249.646509552, 8572736.2084181)",BANDRELE
535,-4.167,public,solid waste,4,521219.55967203825,8572718.078671938,"c(521219.559672038, 8572718.07867194)",BANDRELE
536,-12.833,public,tire waste,3,521199.6123092442,8572601.422196032,"c(521199.612309244, 8572601.42219603)",BANDRELE
537,-15.933,public,solid waste,2,521194.55638123676,8572490.814475771,"c(521194.556381237, 8572490.81447577)",BANDRELE
538,-13.75,public,vehicle scrap,1,521167.7022967388,8572443.863462389,"c(521167.702296739, 8572443.86346239)",BANDRELE
539,-32.7,public,sewage deposit,1,521122.72667106986,8572460.977686225,"c(521122.72667107, 8572460.97768622)",BANDRELE
540,-12.417,public,solid waste,4,521118.17611830554,8572461.195678962,"c(521118.176118306, 8572461.19567896)",BANDRELE
541,-4.08,prive,vehicle scrap,4,521138.0070427065,8572529.410050124,"c(521138.007042706, 8572529.41005012)",BANDRELE
542,-5.06,public,solid waste,4,521140.337482281,8572598.304546118,"c(521140.337482281, 8572598.30454612)",BANDRELE
543,-10.1,public,solid waste,2,521144.20412589924,8572690.182091404,"c(521144.204125899, 8572690.1820914)",BANDRELE
544,-16.367,public,solid waste,5,521127.2293682275,8572756.237020291,"c(521127.229368227, 8572756.23702029)",BANDRELE
545,-12.333,public,vehicle scrap,1,520952.07898721035,8572655.984947208,"c(520952.07898721, 8572655.98494721)",BANDRELE
546,-12.867,public,solid waste,10,521016.21077061683,8572667.977184167,"c(521016.210770617, 8572667.97718417)",BANDRELE
547,-27.967,public,droppings,1,521018.24868849106,8572572.658148248,"c(521018.248688491, 8572572.65814825)",BANDRELE
548,-16.75,public,droppings,1,521018.12111504044,8572522.98627374,"c(521018.12111504, 8572522.98627374)",BANDRELE
549,-27.6,public,solid waste,5,521007.8942381812,8572467.768392105,"c(521007.894238181, 8572467.7683921)",BANDRELE
550,-18.5,public,solid waste,12,521002.5858569032,8572422.607918035,"c(521002.585856903, 8572422.60791804)",BANDRELE
551,-5.04,public,droppings,1,521029.1755232298,8572445.927029818,"c(521029.17552323, 8572445.92702982)",BANDRELE
552,-13.35,public,tire waste,50,521104.4025150033,8572416.942925075,"c(521104.402515003, 8572416.94292508)",BANDRELE
553,-9.567,public,vehicle scrap,14,521100.8987676792,8572407.115581369,"c(521100.898767679, 8572407.11558137)",BANDRELE
554,-3.617,public,vehicle scrap,3,520863.2208646432,8572302.053389823,"c(520863.220864643, 8572302.05338982)",BANDRELE
555,6.667,public,solid waste,2,521072.37969541864,8572151.065018281,"c(521072.379695419, 8572151.06501828)",BANDRELE
556,14,public,solid waste,10,521364.13004497567,8572234.277449127,"c(521364.130044976, 8572234.27744913)",BANDRELE
557,5.567,public,vehicle scrap,2,521398.42739763326,8572202.794840487,"c(521398.427397633, 8572202.79484049)",BANDRELE
558,5.6,public,vehicle scrap,2,521390.6827863856,8572281.345734768,"c(521390.682786386, 8572281.34573477)",BANDRELE
559,0.633,public,solid waste,6,521331.77986330853,8572289.870727906,"c(521331.779863309, 8572289.87072791)",BANDRELE
560,12.45,public,solid waste,1,521260.31819490105,8572228.734810553,"c(521260.318194901, 8572228.73481055)",BANDRELE
561,14.98,public,solid waste,1,521247.28335117764,8572198.861073293,"c(521247.283351178, 8572198.86107329)",BANDRELE
562,10.683,public,vehicle scrap,1,521329.18738673284,8572249.076373268,"c(521329.187386733, 8572249.07637327)",BANDRELE
563,17.833,public,solid waste,1,521287.59255271323,8572313.189610407,"c(521287.592552713, 8572313.18961041)",BANDRELE
564,-12.52,public,solid waste,2,521230.6804209711,8572381.78436923,"c(521230.680420971, 8572381.78436923)",BANDRELE
565,-9.3,public,vehicle scrap,5,520901.69493024313,8572415.8640781,"c(520901.694930243, 8572415.8640781)",BANDRELE
566,37.283,prive,solid waste,1,519877.12020898954,8571421.771529399,"c(519877.12020899, 8571421.7715294)",BANDRELE
567,55.533,prive,vehicle scrap,10,519692.3728753982,8571368.820598288,"c(519692.372875398, 8571368.82059829)",BANDRELE
568,62.133,prive,vehicle scrap,3,519695.9604324364,8571413.60433615,"c(519695.960432436, 8571413.60433615)",BANDRELE
569,66.417,prive,solid waste,10,519661.0241548913,8571437.164014764,"c(519661.024154891, 8571437.16401476)",BANDRELE
570,-10.275,public,droppings,1,519208.8662985546,8570888.685487475,"c(519208.866298555, 8570888.68548748)",BANDRELE
571,-11.617,public,solid waste,3,519223.67056077224,8570847.672113778,"c(519223.670560772, 8570847.67211378)",BANDRELE
572,-10.1,public,vehicle scrap,5,519226.7290849305,8570826.691803595,"c(519226.72908493, 8570826.6918036)",BANDRELE
573,-14.8,public,solid waste,5,519234.9445969627,8570802.847058475,"c(519234.944596963, 8570802.84705848)",BANDRELE
574,15.95,public,solid waste,3,519191.1447915663,8570652.851742504,"c(519191.144791566, 8570652.8517425)",BANDRELE
575,-12.767,public,droppings,1,519128.09784104745,8570678.729264846,"c(519128.097841047, 8570678.72926485)",BANDRELE
576,-10.2,public,solid waste,1,519121.7879280557,8570722.751324214,"c(519121.787928056, 8570722.75132421)",BANDRELE
577,-14.929,public,solid waste,2,519147.7858388095,8570751.46038158,"c(519147.78583881, 8570751.46038158)",BANDRELE
578,-27.5,public,solid waste,4,519161.21882093506,8570776.20361825,"c(519161.218820935, 8570776.20361825)",BANDRELE
579,-38.167,public,solid waste,5,519039.6691639113,8570468.676307065,"c(519039.669163911, 8570468.67630707)",BANDRELE
580,7.467,public,droppings,10,519062.0844835683,8570376.503940158,"c(519062.084483568, 8570376.50394016)",BANDRELE
581,-11.633,public,tire waste,6,519154.5556330106,8570594.172331924,"c(519154.555633011, 8570594.17233192)",BANDRELE
582,-8.467,public,solid waste,4,519149.56759888475,8570527.393888291,"c(519149.567598885, 8570527.39388829)",BANDRELE
583,-14.55,public,droppings,1,519138.8841590973,8570502.148899406,"c(519138.884159097, 8570502.14889941)",BANDRELE
584,-8.26,public,solid waste,1,519124.83620352484,8570842.775012827,"c(519124.836203525, 8570842.77501283)",BANDRELE
585,-4.017,public,solid waste,3,518990.47877859103,8570664.446387906,"c(518990.478778591, 8570664.44638791)",BANDRELE
586,-5.117,prive,vehicle scrap,3,518749.6227970572,8570371.218315942,"c(518749.622797057, 8570371.21831594)",BANDRELE
587,42.04,public,vehicle scrap,5,518578.76797827624,8569793.201881701,"c(518578.767978276, 8569793.2018817)",BANDRELE
588,44.183,public,vehicle scrap,2,518614.8089066029,8569773.685812473,"c(518614.808906603, 8569773.68581247)",BANDRELE
589,40.36,public,droppings,1,518704.4938985192,8569702.29078415,"c(518704.493898519, 8569702.29078415)",BANDRELE
590,84.367,prive,tire waste,10,518075.4535556893,8569970.056244165,"c(518075.453555689, 8569970.05624416)",BANDRELE
591,75.583,prive,vehicle scrap,10,518102.74739774514,8569962.814972343,"c(518102.747397745, 8569962.81497234)",BANDRELE
592,74.483,prive,tire waste,60,518102.1098706001,8569956.581646128,"c(518102.1098706, 8569956.58164613)",BANDRELE
593,74.883,public,vehicle scrap,1,518021.70586839615,8569978.598578975,"c(518021.705868396, 8569978.59857897)",BANDRELE
594,77.767,public,droppings,1,518034.85206646443,8569993.11774548,"c(518034.852066464, 8569993.11774548)",BANDRELE
595,67.38,public,solid waste,1,518015.26833762845,8569957.093749681,"c(518015.268337628, 8569957.09374968)",BANDRELE
596,78.333,public,vehicle scrap,1,518001.41138076584,8569952.132996332,"c(518001.411380766, 8569952.13299633)",BANDRELE
597,72.42,public,droppings,1,517989.66471630894,8569949.701079989,"c(517989.664716309, 8569949.70107999)",BANDRELE
